# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YGR160W	YGR160W	YGR160W	protein_coding	0	0	2	99	0	0	0	0	50	0	0	0	2	0	0	0	0	0	0	0	0	0	49
YGR161C-C	YGR161C-C	YGR161C-C	protein_coding	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
YGR161C-D	YGR161C-D	YGR161C-D	protein_coding	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
YGR161W-A	YGR161W-A	YGR161W-A	protein_coding	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
YGR161W-B	YGR161W-B	YGR161W-B	protein_coding	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
YGR161W-C	YGR161W-C	YGR161W-C	protein_coding	1	0	4	60	0	0	0	0	10	0	0	0	4	0	0	0	1	0	0	1	0	0	50
YGR164W	YGR164W	YGR164W	protein_coding	0	1	0	48	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	22
YGR168C	YGR168C	YGR168C	protein_coding	0	8	9	45	0	0	0	0	21	0	0	0	9	0	0	0	0	0	0	0	0	8	24
YGR174W-A	YGR174W-A	YGR174W-A	protein_coding	0	1	0	60	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	1	22
YGR176W	YGR176W	YGR176W	protein_coding	2	1	3	67	0	0	0	0	41	0	0	0	3	0	0	0	0	0	2	0	0	1	26
YGR182C	YGR182C	YGR182C	protein_coding	3	1	1	123	0	0	0	0	50	2	0	0	1	0	0	0	0	0	1	0	0	1	73
YGR190C	YGR190C	YGR190C	protein_coding	0	3	1	138	0	0	0	0	76	0	0	0	1	0	0	0	0	0	0	0	0	3	62
YGR201C	YGR201C	YGR201C	protein_coding	0	1	3	103	0	0	0	0	61	0	0	0	3	0	0	0	0	0	0	0	0	1	42
YGR204C-A	YGR204C-A	YGR204C-A	protein_coding	0	0	2	101	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	0	54
YGR210C	YGR210C	YGR210C	protein_coding	0	5	8	98	0	0	0	0	52	0	0	0	8	0	0	0	0	0	0	0	0	5	46
YGR219W	YGR219W	YGR219W	protein_coding	0	0	1	75	0	0	0	0	47	0	0	0	1	0	0	0	0	0	0	0	0	0	28
YGR226C	YGR226C	YGR226C	protein_coding	0	1	2	76	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	1	44
YGR228W	YGR228W	YGR228W	protein_coding	0	0	1	107	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	0	49
YGR237C	YGR237C	YGR237C	protein_coding	0	5	15	64	0	0	0	0	46	0	0	0	15	0	0	0	0	0	0	0	0	5	18
YGR240C-A	YGR240C-A	YGR240C-A	protein_coding	0	0	4	59	0	0	0	0	34	0	0	0	4	0	0	0	0	0	0	0	0	0	25
YGR242W	YGR242W	YGR242W	protein_coding	0	1	1	60	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	1	46
YGR250C	YGR250C	YGR250C	protein_coding	0	15	11	142	0	0	0	0	80	0	0	0	11	0	0	0	0	0	0	0	0	15	62
YGR259C	YGR259C	YGR259C	protein_coding	0	1	3	69	0	0	0	0	48	0	0	0	3	0	0	0	0	0	0	0	0	1	21
YGR265W	YGR265W	YGR265W	protein_coding	1	0	1	39	0	0	0	0	23	1	0	0	1	0	0	0	0	0	0	0	0	0	16
YGR266W	YGR266W	YGR266W	protein_coding	0	5	2	32	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	5	16
YGR269W	YGR269W	YGR269W	protein_coding	0	0	2	30	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	23
YGR270C-A	YGR270C-A	YGR270C-A	protein_coding	0	0	0	29	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YGR273C	YGR273C	YGR273C	protein_coding	1	0	3	35	0	0	0	0	18	1	0	0	3	0	0	0	0	0	0	0	0	0	17
YGR283C	YGR283C	YGR283C	protein_coding	0	7	11	97	0	0	0	0	42	0	0	0	11	0	0	0	0	0	0	0	0	7	55
YGR290W	YGR290W	YGR290W	protein_coding	1	2	4	106	0	0	0	0	23	0	0	0	4	0	0	0	0	0	1	0	0	2	83
YGR291C	YGR291C	YGR291C	protein_coding	0	3	2	103	0	0	0	0	83	0	0	0	2	0	0	0	0	0	0	0	0	3	20
YGR293C	YGR293C	YGR293C	protein_coding	0	0	0	62	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	28
YGR296C-A	YGR296C-A	YGR296C-A	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHB1	YGR234W	YGR234W	protein_coding	1	2	7	107	0	0	0	0	39	1	0	0	7	0	0	0	0	0	0	0	0	2	68
YHC1	YLR298C	YLR298C	protein_coding	1	1	2	108	0	0	0	0	44	1	0	0	2	0	0	0	0	0	0	0	0	1	64
YHC3	YJL059W	YJL059W	protein_coding	0	7	8	93	0	0	0	0	55	0	0	0	8	0	0	0	0	0	0	0	0	7	38
YHI9	YHR029C	YHR029C	protein_coding	0	9	2	98	0	0	0	0	55	0	0	0	2	0	0	0	0	0	0	0	0	9	43
YHK8	YHR048W	YHR048W	protein_coding	0	4	7	54	0	0	0	0	26	0	0	0	7	0	0	0	0	0	0	0	0	4	28
YHL002C-A	YHL002C-A	YHL002C-A	protein_coding	0	4	0	84	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	4	31
YHL005C	YHL005C	YHL005C	protein_coding	0	3	1	93	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	0	3	48
YHL006W-A	YHL006W-A	YHL006W-A	protein_coding	0	1	3	97	0	0	0	0	50	0	0	0	3	0	0	0	0	0	0	0	0	1	47
YHL008C	YHL008C	YHL008C	protein_coding	0	11	11	61	0	0	0	0	15	0	0	0	11	0	0	0	0	0	0	0	0	11	46
YHL009W-A	YHL009W-A	YHL009W-A	protein_coding	0	0	0	55	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54
YHL009W-B	YHL009W-B	YHL009W-B	protein_coding	0	0	0	103	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	54
YHL012W	YHL012W	YHL012W	protein_coding	0	8	11	90	0	0	0	0	58	0	0	0	11	0	0	0	0	0	0	0	0	8	32
YHL015W-A	YHL015W-A	YHL015W-A	protein_coding	0	0	1	66	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	38
YHL017W	YHL017W	YHL017W	protein_coding	0	6	8	72	0	0	0	0	25	0	0	0	8	0	0	0	0	0	0	0	0	6	47
YHL018W	YHL018W	YHL018W	protein_coding	0	0	0	92	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	53
YHL019W-A	YHL019W-A	YHL019W-A	protein_coding	0	4	3	94	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	0	4	56
YHL026C	YHL026C	YHL026C	protein_coding	0	6	4	105	0	0	0	0	50	0	0	0	4	0	0	0	0	0	0	0	0	6	55
YHL030W-A	YHL030W-A	YHL030W-A	protein_coding	0	1	1	60	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	1	27
YHL034W-A	YHL034W-A	YHL034W-A	protein_coding	0	1	1	52	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	1	27
YHL037C	YHL037C	YHL037C	protein_coding	2	0	4	63	0	0	0	0	34	0	0	0	4	0	0	0	0	2	0	0	0	0	29
YHL041W	YHL041W	YHL041W	protein_coding	1	0	4	123	0	0	0	0	56	1	0	0	4	0	0	0	0	0	0	0	0	0	67
YHL042W	YHL042W	YHL042W	protein_coding	0	0	0	116	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	53
YHL044W	YHL044W	YHL044W	protein_coding	0	4	10	83	0	0	0	0	46	0	0	0	10	0	0	0	0	0	0	0	0	4	37
YHL045W	YHL045W	YHL045W	protein_coding	0	2	8	75	0	0	0	0	61	0	0	0	8	0	0	0	0	0	0	0	0	2	14
YHL046W-A	YHL046W-A	YHL046W-A	protein_coding	0	1	0	79	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	1	29
YHL048C-A	YHL048C-A	YHL048C-A	protein_coding	0	0	2	34	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	0	14
YHL049C	YHL049C	YHL049C	protein_coding	0	0	0	34	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	29
YHL050C	YHL050C	YHL050C	protein_coding	0	2	2	24	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	23
YHL050W-A	YHL050W-A	YHL050W-A	protein_coding	0	1	2	21	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	1	1
YHM2	YMR241W	YMR241W	protein_coding	0	8	4	70	0	0	0	0	28	0	0	0	4	0	0	0	0	0	0	0	0	8	42
YHP1	YDR451C	YDR451C	protein_coding	0	2	7	40	0	0	0	0	22	0	0	0	7	0	0	0	0	0	0	0	0	2	18
YHR007C-A	YHR007C-A	YHR007C-A	protein_coding	0	0	0	59	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	26
YHR020W	YHR020W	YHR020W	protein_coding	0	2	5	94	0	0	0	0	60	0	0	0	5	0	0	0	0	0	0	0	0	2	34
YHR022C	YHR022C	YHR022C	protein_coding	2	7	8	99	0	0	0	0	30	1	0	0	8	0	0	0	1	0	0	1	0	7	69
YHR022C-A	YHR022C-A	YHR022C-A	protein_coding	0	0	0	121	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	59
YHR028W-A	YHR028W-A	YHR028W-A	protein_coding	3	0	3	94	0	0	0	0	42	0	0	0	3	0	0	0	1	0	2	1	0	0	52
YHR032C-A	YHR032C-A	YHR032C-A	protein_coding	0	0	0	106	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	55
YHR032W-A	YHR032W-A	YHR032W-A	protein_coding	0	2	2	102	0	0	0	0	55	0	0	0	2	0	0	0	0	0	0	0	0	2	47
YHR033W	YHR033W	YHR033W	protein_coding	0	4	7	105	0	0	0	0	53	0	0	0	7	0	0	0	0	0	0	0	0	4	52
YHR045W	YHR045W	YHR045W	protein_coding	0	4	4	60	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	4	34
YHR049C-A	YHR049C-A	YHR049C-A	protein_coding	0	0	0	76	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	37
YHR050W-A	YHR050W-A	YHR050W-A	protein_coding	0	0	0	66	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	37
YHR052W-A	YHR052W-A	YHR052W-A	protein_coding	0	0	0	49	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	37
YHR054C	YHR054C	YHR054C	protein_coding	0	2	3	61	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	2	29
YHR054W-A	YHR054W-A	YHR054W-A	protein_coding	0	0	0	58	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	29
YHR056W-A	YHR056W-A	YHR056W-A	protein_coding	0	0	2	64	0	0	0	0	53	0	0	0	2	0	0	0	0	0	0	0	0	0	11
YHR063W-A	YHR063W-A	YHR063W-A	protein_coding	0	1	3	58	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	0	1	30
YHR069C-A	YHR069C-A	YHR069C-A	protein_coding	0	1	3	41	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	0	0	1	22
YHR070C-A	YHR070C-A	YHR070C-A	protein_coding	0	0	0	50	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	25
YHR071C-A	YHR071C-A	YHR071C-A	protein_coding	1	0	1	47	0	0	0	0	22	0	0	0	1	0	0	0	0	0	1	0	0	0	25
YHR073C-B	YHR073C-B	YHR073C-B	protein_coding	0	0	0	40	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	19
YHR073W-A	YHR073W-A	YHR073W-A	protein_coding	0	0	1	42	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	23
YHR078W	YHR078W	YHR078W	protein_coding	0	5	7	42	0	0	0	0	22	0	0	0	7	0	0	0	0	0	0	0	0	5	20
YHR080C	YHR080C	YHR080C	protein_coding	0	2	14	36	0	0	0	0	23	0	0	0	14	0	0	0	0	0	0	0	0	2	13
YHR086W-A	YHR086W-A	YHR086W-A	protein_coding	0	0	0	35	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	23
YHR095W	YHR095W	YHR095W	protein_coding	0	0	3	53	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	0	33
YHR097C	YHR097C	YHR097C	protein_coding	0	2	4	41	0	0	0	0	21	0	0	2	4	0	0	0	0	0	0	0	0	2	18
YHR112C	YHR112C	YHR112C	protein_coding	1	3	2	47	0	0	0	0	19	0	0	0	2	0	0	0	0	0	1	0	0	3	28
YHR125W	YHR125W	YHR125W	protein_coding	0	0	0	38	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YHR127W	YHR127W	YHR127W	protein_coding	0	2	5	35	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	0	2	10
YHR130C	YHR130C	YHR130C	protein_coding	0	0	0	51	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	25
YHR131C	YHR131C	YHR131C	protein_coding	0	0	9	55	0	0	0	0	26	0	0	0	9	0	0	0	0	0	0	0	0	0	29
YHR131W-A	YHR131W-A	YHR131W-A	protein_coding	0	1	0	50	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	22
YHR137C-A	YHR137C-A	YHR137C-A	protein_coding	0	2	1	45	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	2	20
YHR138C	YHR138C	YHR138C	protein_coding	0	0	1	54	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	30
YHR139C-A	YHR139C-A	YHR139C-A	protein_coding	0	0	0	80	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	60
YHR140W	YHR140W	YHR140W	protein_coding	0	6	1	74	0	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	0	6	17
YHR145C	YHR145C	YHR145C	protein_coding	0	0	0	87	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	39
YHR165W-A	YHR165W-A	YHR165W-A	protein_coding	0	2	4	83	0	0	0	0	47	0	0	0	4	0	0	0	0	0	0	0	0	2	36
YHR173C	YHR173C	YHR173C	protein_coding	1	0	1	46	0	0	0	0	24	1	0	0	1	0	0	0	0	0	0	0	0	0	22
YHR175W-A	YHR175W-A	YHR175W-A	protein_coding	1	1	0	52	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1	0	0	1	30
YHR177W	YHR177W	YHR177W	protein_coding	0	4	4	55	0	0	0	0	32	0	0	0	4	0	0	0	0	0	0	0	0	4	23
YHR180C-B	YHR180C-B	YHR180C-B	protein_coding	0	1	1	80	0	0	0	0	58	0	0	0	1	0	0	0	1	0	0	0	1	0	22
YHR180W	YHR180W	YHR180W	protein_coding	0	5	3	77	0	0	0	0	48	0	0	0	3	0	0	0	0	0	0	0	0	5	29
YHR180W-A	YHR180W-A	YHR180W-A	protein_coding	0	0	2	80	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	0	58
YHR182C-A	YHR182C-A	YHR182C-A	protein_coding	0	0	2	59	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	0	15
YHR182W	YHR182W	YHR182W	protein_coding	0	4	7	77	0	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	4	57
YHR193C-A	YHR193C-A	YHR193C-A	protein_coding	0	2	1	41	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	2	19
YHR202W	YHR202W	YHR202W	protein_coding	0	3	7	42	0	0	0	0	18	0	0	0	7	0	0	0	0	0	0	0	0	3	24
YHR210C	YHR210C	YHR210C	protein_coding	0	4	3	72	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	4	36
YHR212C	YHR212C	YHR212C	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YHR212W-A	YHR212W-A	YHR212W-A	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR213W	YHR213W	YHR213W	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR213W-A	YHR213W-A	YHR213W-A	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR213W-B	YHR213W-B	YHR213W-B	protein_coding	0	0	2	7	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0
YHR214C-B	YHR214C-B	YHR214C-B	protein_coding	0	0	0	56	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	47
YHR214C-C	YHR214C-C	YHR214C-C	protein_coding	0	0	0	49	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	47
YHR214C-D	YHR214C-D	YHR214C-D	protein_coding	0	0	0	103	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	102
YHR214C-E	YHR214C-E	YHR214C-E	protein_coding	0	1	6	126	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	1	125
YHR214W	YHR214W	YHR214W	protein_coding	0	1	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	4
YHR214W-A	YHR214W-A	YHR214W-A	protein_coding	0	0	2	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
YHR217C	YHR217C	YHR217C	protein_coding	1	8	23	129	0	0	0	0	129	1	0	0	23	0	0	0	0	0	0	0	0	8	0
YHR218W	YHR218W	YHR218W	protein_coding	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160
YHR218W-A	YHR218W-A	YHR218W-A	protein_coding	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98
YHR219C-A	YHR219C-A	YHR219C-A	protein_coding	0	0	0	60	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR219W	YHR219W	YHR219W	protein_coding	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93
YIA6	YIL006W	YIL006W	protein_coding	0	1	1	62	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	46
YIF1	YNL263C	YNL263C	protein_coding	0	2	1	46	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	2	25
YIG1	YPL201C	YPL201C	protein_coding	0	4	8	51	0	0	0	0	24	0	0	0	8	0	0	0	0	0	0	0	0	4	27
YIH1	YCR059C	YCR059C	protein_coding	0	2	4	49	0	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	2	29
YIL001W	YIL001W	YIL001W	protein_coding	0	2	4	25	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	2	14
YIL002W-A	YIL002W-A	YIL002W-A	protein_coding	0	0	0	32	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	16
YIL012W	YIL012W	YIL012W	protein_coding	2	0	3	103	0	0	0	0	64	2	0	0	3	0	0	0	0	0	0	0	0	0	39
YIL014C-A	YIL014C-A	YIL014C-A	protein_coding	0	0	0	58	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	34
YIL020C-A	YIL020C-A	YIL020C-A	protein_coding	0	0	1	70	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	0	20
YIL021C-A	YIL021C-A	YIL021C-A	protein_coding	0	0	5	63	0	0	0	0	46	0	0	0	5	0	0	0	0	0	0	0	0	0	17
YIL024C	YIL024C	YIL024C	protein_coding	0	2	1	65	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	2	48
YIL025C	YIL025C	YIL025C	protein_coding	0	0	1	69	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	50
YIL028W	YIL028W	YIL028W	protein_coding	0	0	6	45	0	0	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	23
YIL029C	YIL029C	YIL029C	protein_coding	0	0	0	61	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	29
YIL029W-A	YIL029W-A	YIL029W-A	protein_coding	0	1	0	57	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	26
YIL030W-A	YIL030W-A	YIL030W-A	protein_coding	0	1	0	46	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	14
YIL032C	YIL032C	YIL032C	protein_coding	0	1	0	42	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	26
YIL046W-A	YIL046W-A	YIL046W-A	protein_coding	2	1	3	102	0	0	0	0	52	2	0	0	3	0	0	0	0	0	0	0	0	1	50
YIL047C-A	YIL047C-A	YIL047C-A	protein_coding	0	1	4	107	0	0	0	0	41	0	0	0	4	0	0	0	0	0	0	0	0	1	66
YIL054W	YIL054W	YIL054W	protein_coding	0	0	3	111	0	0	0	0	56	0	0	0	3	0	0	0	0	0	0	0	0	0	55
YIL055C	YIL055C	YIL055C	protein_coding	0	4	10	135	0	0	0	0	75	0	0	0	10	0	0	0	0	0	0	0	0	4	60
YIL058W	YIL058W	YIL058W	protein_coding	0	2	6	120	0	0	0	0	71	0	0	0	6	0	0	0	0	0	0	0	0	2	49
YIL059C	YIL059C	YIL059C	protein_coding	0	4	1	122	0	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	0	4	76
YIL060W	YIL060W	YIL060W	protein_coding	0	4	1	120	0	0	0	0	72	0	0	0	1	0	0	0	0	0	0	0	0	4	48
YIL066W-A	YIL066W-A	YIL066W-A	protein_coding	0	0	1	53	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	0	19
YIL067C	YIL067C	YIL067C	protein_coding	0	2	6	49	0	0	0	0	15	0	0	0	6	0	0	0	0	0	0	0	0	2	34
YIL068W-A	YIL068W-A	YIL068W-A	protein_coding	0	0	3	28	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	12
YIL071W-A	YIL071W-A	YIL071W-A	protein_coding	0	0	1	26	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	14
YIL077C	YIL077C	YIL077C	protein_coding	0	2	9	53	0	0	0	0	33	0	0	0	9	0	0	0	0	0	0	0	0	2	20
YIL080W	YIL080W	YIL080W	pseudogene	0	0	0	90	0	0	0	0	37	0	0	0	0	4	0	0	0	0	0	0	0	0	49
YIL082W	YIL082W	YIL082W	protein_coding	0	0	1	57	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	49
YIL082W-A	YIL082W-A	YIL082W-A	protein_coding	1	0	3	83	0	0	0	0	34	0	0	0	3	0	0	0	0	0	1	0	0	0	49
YIL086C	YIL086C	YIL086C	protein_coding	0	1	5	115	0	0	0	0	66	0	0	0	5	0	0	0	0	0	0	0	0	1	49
YIL089W	YIL089W	YIL089W	protein_coding	0	6	6	108	0	0	0	0	60	0	0	0	6	0	0	0	0	0	0	0	0	6	48
YIL092W	YIL092W	YIL092W	protein_coding	0	12	21	87	0	0	0	0	52	0	0	0	21	0	0	0	0	0	0	0	0	12	35
YIL100C-A	YIL100C-A	YIL100C-A	protein_coding	0	1	1	60	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	1	24
YIL100W	YIL100W	YIL100W	protein_coding	0	0	2	60	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	0	36
YIL102C	YIL102C	YIL102C	protein_coding	0	1	2	57	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	1	32
YIL102C-A	YIL102C-A	YIL102C-A	protein_coding	0	0	1	57	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	35
YIL105W-A	YIL105W-A	YIL105W-A	protein_coding	0	0	0	41	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YIL108W	YIL108W	YIL108W	protein_coding	0	3	7	52	0	0	0	0	22	0	0	0	7	0	0	0	0	0	0	0	0	3	30
YIL115W-A	YIL115W-A	YIL115W-A	protein_coding	0	0	0	60	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	32
YIL134C-A	YIL134C-A	YIL134C-A	protein_coding	0	0	0	102	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	43
YIL141W	YIL141W	YIL141W	protein_coding	0	0	1	82	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	0	46
YIL142C-A	YIL142C-A	YIL142C-A	protein_coding	0	1	2	90	0	0	0	0	45	0	0	0	2	0	0	0	0	0	0	0	0	1	45
YIL152W	YIL152W	YIL152W	protein_coding	0	4	5	78	0	0	0	0	33	0	0	0	5	0	0	0	0	0	0	0	0	4	45
YIL156W-A	YIL156W-A	YIL156W-A	protein_coding	0	1	1	80	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	1	45
YIL156W-B	YIL156W-B	YIL156W-B	protein_coding	0	3	1	78	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	3	45
YIL161W	YIL161W	YIL161W	protein_coding	0	2	4	114	0	0	0	0	47	0	0	0	4	0	0	0	0	0	0	0	0	2	67
YIL163C	YIL163C	YIL163C	protein_coding	0	0	2	147	0	1	0	0	81	0	0	0	1	0	0	0	0	0	0	0	0	0	66
YIL165C	YIL165C	YIL165C	protein_coding	0	3	1	133	0	0	0	0	70	0	0	0	1	0	0	0	0	0	0	0	0	3	63
YIL166C	YIL166C	YIL166C	protein_coding	0	11	3	166	0	0	0	0	89	0	0	0	3	0	0	0	0	0	0	0	0	11	77
YIL168W	YIL168W	YIL168W	pseudogene	0	1	0	157	0	0	0	0	67	0	0	0	0	8	0	0	1	0	0	0	0	0	83
YIL169C	YIL169C	YIL169C	protein_coding	0	8	11	115	0	0	0	0	25	0	0	0	11	0	0	0	0	0	0	0	0	8	90
YIL171W	YIL171W	YIL171W	pseudogene	0	0	0	32	0	0	0	0	26	0	0	0	0	5	0	0	0	0	0	0	0	0	1
YIL171W-A	YIL171W-A	YIL171W-A	protein_coding	0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIM1	YMR152W	YMR152W	protein_coding	0	4	7	102	0	0	0	0	45	0	0	0	7	0	0	0	0	0	0	0	0	4	57
YIM2	YMR151W	YMR151W	protein_coding	2	2	8	87	0	0	0	0	44	2	0	0	8	0	0	0	0	0	0	0	0	2	43
YIP1	YGR172C	YGR172C	protein_coding	0	2	5	51	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	0	2	26
